sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
Bruce leaves these students.,Bruce leaves these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,411,p1,determiner_noun_agreement_1,target
The gloves were impressing Diana.,The glove were impressing Diana.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,136,p1,regular_plural_subject_verb_agreement_2,target
All students' bosses were about to shout.,All students' bosses were annoying to shout.,syntax_semantics,control_raising,tough_vs_raising_2,136,p1,tough_vs_raising_2,target
The known woman is serious.,The knew woman is serious.,morphology,irregular_forms,irregular_past_participle_adjectives,678,p1,irregular_past_participle_adjectives,target
Lawrence remembered that students see Heather.,Lawrence remembered who students see Heather.,syntax,filler_gap_dependency,wh_vs_that_no_gap,521,p1,wh_vs_that_no_gap,target
A lot of students hadn't respected that concealed restaurant.,A lot of students hadn't respected that concealed restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,513,p1,determiner_noun_agreement_with_adjective_1,target
The ladies negotiate.,The lady negotiate.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,513,p1,regular_plural_subject_verb_agreement_2,target
All waiters weren't arguing about Dana.,All waiters wasn't arguing about Dana.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,737,p1,regular_plural_subject_verb_agreement_1,target
The worn sock isn't smooth.,The wore sock isn't smooth.,morphology,irregular_forms,irregular_past_participle_adjectives,521,p1,irregular_past_participle_adjectives,target
The governments haven't interacted.,The government haven't interacted.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,521,p1,regular_plural_subject_verb_agreement_2,target
Karla didn't imagine herself praising Pamela.,Karla didn't imagine herself praises Pamela.,syntax/semantics,binding,principle_A_case_2,626,p1,principle_A_case_2,target
Which pedestrians has Tiffany alarmed and Chad listened to?,Which has Tiffany alarmed pedestrians and Chad listened to?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,678,p1,coordinate_structure_constraint_complex_left_branch,target
Travis isn't about to chuckle.,Travis isn't easy to chuckle.,syntax_semantics,control_raising,tough_vs_raising_2,411,p1,tough_vs_raising_2,target
Marla shouldn't figure out that many museums insult the plays.,Marla shouldn't figure out what many museums insult the plays.,syntax,filler_gap_dependency,wh_vs_that_no_gap,411,p1,wh_vs_that_no_gap,target
Melissa says that Patrick leaves her.,Melissa that leaves says Patrick her.,syntax_semantics,binding,principle_A_domain_1,859,p1,principle_A_domain_1,filler
Every organization realized that every pedestrian hadn't passed most rivers.,Every organization realized what every pedestrian hadn't passed most rivers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,740,p1,wh_vs_that_no_gap,target
That cilantro astounds that new museum.,That cilantro astounds that new museums.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,740,p1,determiner_noun_agreement_with_adjective_1,target
Carol hadn't investigated that a waiter should conceal that shirt.,Carol hadn't investigated what a waiter should conceal that shirt.,syntax,filler_gap_dependency,wh_vs_that_no_gap,660,p1,wh_vs_that_no_gap,target
Dancers are researching these pictures.,Dancers are researching these picture.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,740,p1,determiner_noun_agreement_1,target
Which schools should Stacey go to and Roger stun?,Which should Stacey go to schools and Roger stun?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,513,p1,coordinate_structure_constraint_complex_left_branch,target
What will Eva dislike while skated around a lot of libraries?,What while Eva a lot around skated of will dislike libraries?,syntax,island_effects,adjunct_island,737,p1,adjunct_island,filler
The taken glaciers aren't rough.,The took glaciers aren't rough.,morphology,irregular_forms,irregular_past_participle_adjectives,660,p1,irregular_past_participle_adjectives,target
There isn't soon to be a cashier donating.,There isn't willing to be a cashier donating.,syntax_semantics,control_raising,existential_there_subject_raising,411,p1,existential_there_subject_raising,target
Adam wouldn't find out that all fungi disgusted Rhonda.,Adam wouldn't find out who all fungi disgusted Rhonda.,syntax,filler_gap_dependency,wh_vs_that_no_gap,136,p1,wh_vs_that_no_gap,target
The girls think about themselves dropping by a grocery store.,The girls think about themselves drop by a grocery store.,syntax/semantics,binding,principle_A_case_2,521,p1,principle_A_case_2,target
Which chairs did Carlos like and every actress break?,Which did Carlos like chairs and every actress break?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,411,p1,coordinate_structure_constraint_complex_left_branch,target
Boys think about themselves running around the Great Lakes.,Boys think about themselves ran around the Great Lakes.,syntax/semantics,binding,principle_A_case_2,678,p1,principle_A_case_2,target
The forgotten movies were important.,The forgot movies were important.,morphology,irregular_forms,irregular_past_participle_adjectives,737,p1,irregular_past_participle_adjectives,target
Elizabeth explores all restaurants.,Elizabeth explore all restaurants.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,513,p1,regular_plural_subject_verb_agreement_1,target
Christine's partner was bound to annoy the museum.,Christine's partner was pleasant to annoy the museum.,syntax_semantics,control_raising,tough_vs_raising_2,740,p1,tough_vs_raising_2,target
There hadn't appeared to be a picture irritating Angela.,There hadn't intended to be a picture irritating Angela.,syntax_semantics,control_raising,existential_there_subject_raising,737,p1,existential_there_subject_raising,target
Some offspring is likely to admire broccoli.,Some offspring is unpleasant to admire broccoli.,syntax_semantics,control_raising,tough_vs_raising_2,521,p1,tough_vs_raising_2,target
Irene has imagined herself cleaning many reports.,Irene has imagined herself cleaned many reports.,syntax/semantics,binding,principle_A_case_2,513,p1,principle_A_case_2,target
Vincent was cleaning that small glass.,Vincent was cleaning that small glasses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,660,p1,determiner_noun_agreement_with_adjective_1,target
Carolyn will investigate that many boys hadn't worn this blouse.,Carolyn will investigate what many boys hadn't worn this blouse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,859,p1,wh_vs_that_no_gap,target
Colleen didn't attack that good actor.,Colleen didn't attack that good actors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,737,p1,determiner_noun_agreement_with_adjective_1,target
Matt is thinking most dancers hadn't researched themselves.,Matt dancers is hadn't researched thinking most themselves.,syntax_semantics,binding,principle_A_domain_2,737,p1,principle_A_domain_2,filler
The bank isn't easy to go to.,The go easy bank to isn't to.,syntax_semantics,control_raising,tough_vs_raising_1,737,p1,tough_vs_raising_1,filler
Christine praises every movie.,Christine praise every movie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,626,p1,regular_plural_subject_verb_agreement_1,target
The broken mirrors were purple.,The broke mirrors were purple.,morphology,irregular_forms,irregular_past_participle_adjectives,626,p1,irregular_past_participle_adjectives,target
Gerald broke those carriages.,Gerald those broke carriages.,morphology,irregular_forms,irregular_past_participle_verbs,737,p1,irregular_past_participle_verbs,filler
Veronica is hugging those boys.,Veronica is hugging those boy.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,136,p1,determiner_noun_agreement_1,target
The guys stand up.,The guy stand up.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,660,p1,regular_plural_subject_verb_agreement_2,target
Those banks describe Eric.,Those banks describes Eric.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,411,p1,regular_plural_subject_verb_agreement_1,target
The known dancers weren't unemployed.,The knew dancers weren't unemployed.,morphology,irregular_forms,irregular_past_participle_adjectives,740,p1,irregular_past_participle_adjectives,target
Carla wouldn't hide this new plate.,Carla wouldn't hide this new plates.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,411,p1,determiner_noun_agreement_with_adjective_1,target
Elaine can figure out that the child can embarrass Steven.,Elaine can figure out who the child can embarrass Steven.,syntax,filler_gap_dependency,wh_vs_that_no_gap,513,p1,wh_vs_that_no_gap,target
Theresa's employee was certain to prod all children's friend to explain everything.,Theresa's employee was tough to prod all children's friend to explain everything.,syntax_semantics,control_raising,tough_vs_raising_2,513,p1,tough_vs_raising_2,target
The broken unicycle was orange.,The broke unicycle was orange.,morphology,irregular_forms,irregular_past_participle_adjectives,513,p1,irregular_past_participle_adjectives,target
Who is Colleen watching without approaching Allison?,Who without Colleen watching approaching is Allison?,syntax,island_effects,adjunct_island,859,p1,adjunct_island,filler
Candice cared for those teachers.,Candice cared for those teacher.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,737,p1,determiner_noun_agreement_1,target
Carl's father is sure to observe Vincent.,Carl's father is boring to observe Vincent.,syntax_semantics,control_raising,tough_vs_raising_2,660,p1,tough_vs_raising_2,target
The known waitresses weren't clever.,The knew waitresses weren't clever.,morphology,irregular_forms,irregular_past_participle_adjectives,411,p1,irregular_past_participle_adjectives,target
The patients haven't explored the lakes.,The patient haven't explored the lakes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,737,p2,regular_plural_subject_verb_agreement_2,target
Kirsten has explored whose hospitals?,Whose has Kirsten explored hospitals?,syntax,island_effects,left_branch_island_echo_question,513,p2,left_branch_island_echo_question,target
All waiters that have concealed Dawn do figure out who hasn't investigated Cynthia.,All that hasn't have Dawn do concealed waiters figure who out investigated Cynthia.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,859,p2,distractor_agreement_relative_clause,filler
Victoria isn't imagining herself questioning Karen.,Victoria isn't imagining herself questions Karen.,syntax/semantics,binding,principle_A_case_2,859,p2,principle_A_case_2,target
